SaleProd Code,SaleProd Name,Specification,Specification Owner
001C4590,Rimula R4 L 15W-40 (CJ-4),Cummins CES 20077,Cummins
001C4590,Rimula R4 L 15W-40 (CJ-4),Cummins CES 20081,Cummins
001C4590,Rimula R4 L 15W-40 (CJ-4),Detroit Fluid Specification 93K218,Detroit Diesel Corporation
001C4590,Rimula R4 L 15W-40 (CJ-4),Deutz DQC III-10 LA,Deutz AG
001C4590,Rimula R4 L 15W-40 (CJ-4),Iveco T2 E7 - Meets the requirements,Iveco
001C4590,Rimula R4 L 15W-40 (CJ-4),JASO DH-2,JASO - Japanese Automobile Standards Organization
001C4590,Rimula R4 L 15W-40 (CJ-4),MAN M 3575,MAN Nutzfahrzeuge AG (Corporate HQ)
001C4590,Rimula R4 L 15W-40 (CJ-4),MB-Approval 228.31,Mercedes-Benz
001C4590,Rimula R4 L 15W-40 (CJ-4),MTU Category 2.1,MTU-Friedrichshafen GmbH
001C4590,Rimula R4 L 15W-40 (CJ-4),Mack EO-O Premium Plus,MACK
001C4590,Rimula R4 L 15W-40 (CJ-4),Renault RLD-3,Renault
001C4590,Rimula R4 L 15W-40 (CJ-4),Volvo VDS-3,Volvo 
001C4590,Rimula R4 L 15W-40 (CJ-4),Volvo VDS-4,Volvo 
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),ACEA E3,ACEA - Association des Constructeurs Europeens d'Automobiles
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),ACEA E5,ACEA - Association des Constructeurs Europeens d'Automobiles
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),ACEA E7,ACEA - Association des Constructeurs Europeens d'Automobiles
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),API CH-4,American Petroleum Institute (API)
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),API CI-4,American Petroleum Institute (API)
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),Cummins CES 20071,Cummins
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),Cummins CES 20072,Cummins
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),Cummins CES 20076,Cummins
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),Cummins CES 20077,Cummins
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),Cummins CES 20078,Cummins
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),Global DHD-1,ACEA - EMA - JAMA
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),MAN M 3275-1,MAN Nutzfahrzeuge AG (Corporate HQ)
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),MB-Approval 228.3,Mercedes-Benz
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),Mack EO-M,MACK
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),Mack EO-M Plus,MACK
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),Renault Trucks RLD-2,Renault
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),Volvo VDS-2,Volvo 
001C4591,Rimula R5 E 10W-40 (CI-4/228.3),Volvo VDS-3,Volvo 
001C4592,Rimula R5 M 10W-40 (E4/228.5),ACEA E4,ACEA - Association des Constructeurs Europeens d'Automobiles
001C4592,Rimula R5 M 10W-40 (E4/228.5),Iveco T3 E4 - Meets the requirements,Iveco
001C4592,Rimula R5 M 10W-40 (E4/228.5),MAN M 3277,MAN Nutzfahrzeuge AG (Corporate HQ)
001C4592,Rimula R5 M 10W-40 (E4/228.5),MB-Approval 228.5,Mercedes-Benz
001C4593,Rimula R6 M 10W-40 (E7/228.5),ACEA E4,ACEA - Association des Constructeurs Europeens d'Automobiles
001C4593,Rimula R6 M 10W-40 (E7/228.5),ACEA E7,ACEA - Association des Constructeurs Europeens d'Automobiles
001C4593,Rimula R6 M 10W-40 (E7/228.5),API CF,American Petroleum Institute (API)
001C4593,Rimula R6 M 10W-40 (E7/228.5),Cummins CES 20072,Cummins
001C4593,Rimula R6 M 10W-40 (E7/228.5),Deutz DQC IV-10,Deutz AG
001C4593,Rimula R6 M 10W-40 (E7/228.5),Iveco T3 E4 - Meets the requirements,Iveco
001C4593,Rimula R6 M 10W-40 (E7/228.5),MAN M 3277,MAN Nutzfahrzeuge AG (Corporate HQ)
